Lot_Number,Client,Commercial,Client_Sample_ID,Common_Name,Sample_Type,Phylum,Class,Genus,Species,Sample_Form,Region,Town,Site,Analysis_by,Isotopes,ZooMS,AAR,Lipid,DNA,Other_Analysis,Return_Sample,Returned,Return_Date,Archive_Box,Extra_Information,Date_Recieved,
4712,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,South Africa,PP 30 Pinnacle Point-Mossel Bay,MAPCRM cc: Site PP30 Bucket Tag-Date 14-03-06-Square N1005E97-Quad NE-StratUnit Name YB52-Lot no 2276-Find no 67874,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Chem,"Sample From: Curtis Marean, Date Excavated: 2000",,
4713,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,South Africa,PP 30 Pinnacle Point-Mossel Bay,MAPCRM cc: Site PP30 Bucket Tag-Date 17-02-06-Square N100.5 E98-Quad NW-StratUnit Name YB26-Lot no 2056-Find no 67001,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Chem,"Sample From: Curtis Marean, Date Excavated: 2000",,
4714,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,South Africa,PP 30 Pinnacle Point-Mossel Bay,MAPCRM cc: Site PP30 Bucket Tag-Date 09-12-05-Square N100.5 E96-Quad SE-StratUnit Name YB2-Lot no 1714-Find no 64845,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Chem,"Sample From: Curtis Marean, Date Excavated: 2000",,
4715,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,South Africa,PP 30 Pinnacle Point-Mossel Bay,MAPCRM cc: Site PP30 Bucket Tag-Date 30-01-06-Square N100.5 E96.5-Quad SW-StratUnit Name YB11-Lot no 1821-Find no 66274,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Chem,"Sample From: Curtis Marean, Date Excavated: 2000",,
4716,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1,South Africa,PP 30 Pinnacle Point-Mossel Bay,MAPCRM cc: Site PP30 Bucket Tag-Date 03-02-06-Square N100.5 E96-Quad NW-StratUnit Name YB12-Lot no 1875-Find no 66473,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Chem,"Sample From: Curtis Marean, Date Excavated: 2000",,
4717,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3558 Ear tag 565 Low entire male SG7 15/11/99. RLAHA no EH33, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4718,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3565 Ear tag 620 Low entire male SG7 15/11/99. RLAHA no EH8, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4719,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3599 Ear tag 795 Low entire male SG7 05/12/00. RLAHA no EH34, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4720,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3709 Ear tag 957 Low entire male SG6 28/08/01. RLAHA no EH30, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4721,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3813 Ear tag 837 Low entire male SG6 05/09/00. RLAHA no EH31, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4722,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3696 Ear tag 750 Low early bred female SG6 13/09/00. RLAHA no EH2, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4723,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3808 Ear tag 886 Low early bred female SG6 13/09/00. RLAHA no EH37, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4724,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3532 Ear tag 586 Low early bred female SG7 22/11/99. RLAHA no EH3, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4725,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3630 Ear tag 891 Low early bred female SG7 12/12/00. RLAHA no EH40, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4726,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3789 Ear tag 1066 Low early bred female SG7 11/12/01. RLAHA no EH41, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4727,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3855 Ear tag 711 High entire male SG6 04/09/00. RLAHA no EH52, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4728,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3501 Ear tag 647 High entire male SG7 15/11/99. RLAHA no EH57, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4729,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3511 Ear tag 495 High entire male SG7 15/11/99. RLAHA no EH60, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4730,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3720 Ear tag 740 High entire male SG6 05/09/00. RLAHA no EH50, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4731,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3514 Ear tag 500 High entire male SG7 15/11/99. RLAHA no EH58, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4732,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3755 Ear tag 1000 Low unbred female SG7 05/12/01. RLAHA no EH66B, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4733,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3593 Ear tag 784 Low unbred female SG7 12/12/00. RLAHA no EH64B, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4734,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3729 Ear tag 794 Low unbred female SG6 13/09/00. RLAHA no EH65B, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4735,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3688 Ear tag 741 Low unbred female SG6 12/09/00. RLAHA no EH70B, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4736,0,FALSE,LEGACY,Sheep,Wool,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S012,"Extra Information: CFA 3556 Ear tag 581 Low unbred female SG7 23/11/99. RLAHA no EH77B, Sample From: Poly Baker-EH, Date Excavated: 2000",,
4737,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Lung tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4738,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Lung tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4739,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Lung tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4740,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Lung tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4741,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Chest tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4742,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Chest tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4743,0,FALSE,LEGACY,Human mummy,Soft tissue,Chordata,Mammalia,Homo,sapiens,1,Hungary,Dominician church in Vac-Hungary,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-Teac,"Extra Information: Pleura tissues, Sample From: Mark Spigelman, Date Excavated: 2000",,
4744,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3558 Ear tag 565 Low entire male SG7 15/11/99. RLAHA no EH33, Sample From: Julie Hamilton, Date Excavated: 2000",,
4745,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3565 Ear tag 620 Low entire male SG7 15/11/99. RLAHA no EH8, Sample From: Julie Hamilton, Date Excavated: 2000",,
4746,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3599 Ear tag 795 Low entire male SG7 05/12/00. RLAHA no EH34, Sample From: Julie Hamilton, Date Excavated: 2000",,
4747,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3709 Ear tag 957 Low entire male SG6 28/08/01. RLAHA no EH30, Sample From: Julie Hamilton, Date Excavated: 2000",,
4748,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3813 Ear tag 837 Low entire male SG6 05/09/00. RLAHA no EH31, Sample From: Julie Hamilton, Date Excavated: 2000",,
4749,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3696 Ear tag 750 Low early bred female SG6 13/09/00. RLAHA no EH2, Sample From: Julie Hamilton, Date Excavated: 2000",,
4750,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3808 Ear tag 886 Low early bred female SG6 13/09/00. RLAHA no EH37, Sample From: Julie Hamilton, Date Excavated: 2000",,
4751,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3532 Ear tag 586 Low early bred female SG7 22/11/99. RLAHA no EH3, Sample From: Julie Hamilton, Date Excavated: 2000",,
4752,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3630 Ear tag 891 Low early bred female SG7 12/12/00. RLAHA no EH40, Sample From: Julie Hamilton, Date Excavated: 2000",,
4753,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3789 Ear tag 1066 Low early bred female SG7 11/12/01. RLAHA no EH41, Sample From: Julie Hamilton, Date Excavated: 2000",,
4754,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3855 Ear tag 711 High entire male SG6 04/09/00. RLAHA no EH52, Sample From: Julie Hamilton, Date Excavated: 2000",,
4755,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3501 Ear tag 647 High entire male SG7 15/11/99. RLAHA no EH57, Sample From: Julie Hamilton, Date Excavated: 2000",,
4756,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3511 Ear tag 495 High entire male SG7 15/11/99. RLAHA no EH60, Sample From: Julie Hamilton, Date Excavated: 2000",,
4757,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3720 Ear tag 740 High entire male SG6 05/09/00. RLAHA no EH50, Sample From: Julie Hamilton, Date Excavated: 2000",,
4758,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3514 Ear tag 500 High entire male SG7 15/11/99. RLAHA no EH58, Sample From: Julie Hamilton, Date Excavated: 2000",,
4759,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3755 Ear tag 1000 Low unbred female SG7 05/12/01. RLAHA no EH66B, Sample From: Julie Hamilton, Date Excavated: 2000",,
4760,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3593 Ear tag 784 Low unbred female SG7 12/12/00. RLAHA no EH64B, Sample From: Julie Hamilton, Date Excavated: 2000",,
4761,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3729 Ear tag 794 Low unbred female SG6 13/09/00. RLAHA no EH65B, Sample From: Julie Hamilton, Date Excavated: 2000",,
4762,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3688 Ear tag 741 Low unbred female SG6 12/09/00. RLAHA no EH70B, Sample From: Julie Hamilton, Date Excavated: 2000",,
4763,0,FALSE,LEGACY,Sheep,Collagen,Chordata,Mammalia,Ovis,aries,1,UK,EH sheep flock,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S005,"Extra Information: CFA 3556 Ear tag 581 Low unbred female SG7 23/11/99. RLAHA no EH77B, Sample From: Julie Hamilton, Date Excavated: 2000",,
4764,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,jacobeus,1,,Lakonis 1,Greece,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: P 23-014 / Ib, Date Excavated: 2000",,
4765,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,,1,,Abrigo 3 del Humo,Spain,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Sample 33-MA_CH_A3_Z3-M.33-CONCHA, Date Excavated: 2000",,
4766,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,,1,,Abrigo 3 del Humo,Spain,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: Sample 49-MA/CH/A3/Z2 Muertia n 49-concha, Date Excavated: 2000",,
4767,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,,1,,Abrigo 3 del Humo,Spain,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: P 19035.1-MA/CH/A3/Z-1-Muertia 51-Concha-tested w. Fiegl's Dec.06 (i), Date Excavated: 2000",,
4768,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,,1,,Abrigo 3 del Humo,Spain,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: P 19035-MA/CH/A3/Z-1-Muertia 51-Concha-tested w. Fiegl's Dec.06 (i), Date Excavated: 2000",,
4769,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,,1,,Abrigo 3 del Humo,Spain,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: P 19025-MA/CH-A3-Z1-M-67-Concha 2006-tested w.Fiegl's Dec 06 (i), Date Excavated: 2000",,
4770,0,FALSE,LEGACY,King Scallop,Shell,Mollusca,Bivalvia,Pecten,,1,,Abrigo 3 del Humo,Spain,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Extra Information: P19025-MA/CH-A3-Z1 M67 Concha/2006, Date Excavated: 2000",,
