Lot_Number,Client,Commercial,Client_Sample_ID,Common_Name,Sample_Type,Phylum,Class,Genus,Species,Sample_Form,Region,Town,Site,Analysis_by,Isotopes,ZooMS,AAR,Lipid,DNA,Other_Analysis,Return_Sample,Returned,Return_Date,Archive_Box,Extra_Information,Date_Recieved,
1574,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welbeplan Greylands,27-02-2006-Sample No: Feb 02-Category I(IB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1575,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welbeplan Greylands,27-02-2006-Sample No: Feb 03-Category I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1576,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welbeplan Greylands,27-02-2006-Sample No: Feb 04-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1577,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welbeplan Greylands,27-02-2006-Sample No: Feb 05-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1578,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welbeplan Greylands,27-02-2006-Sample No: Feb 06-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1579,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welbeplan Greylands,27-02-2006-Sample No: Feb 07-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1580,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,2 fragments,,Welbeplan Greylands,27-02-2006-Sample No: Feb 08-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1581,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Stols Vlakte,27-02-2006-Sample No: Feb 09-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1582,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Stols Vlakte,27-02-2006-Sample No: Feb 10-Category: I,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1583,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Stols Vlakte,27-02-2006-Sample No: Feb 11-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1584,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Stols Vlakte,27-02-2006-Sample No: Feb 12-Category: I,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1585,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Stols Vlakte,27-02-2006-Sample No: Feb 15-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1586,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welgeluk (SAFARI),27-02-2006-Sample No: Feb 13-Category I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1587,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welgeluk (SAFARI),27-02-2006-Sample No: Feb 14-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1588,0,FALSE,LEGACY,Ostrich,Eggshell,Chordata,Aves,Struthio,camelus,1 Fragment,,Welgeluk (SAFARI),27-02-2006-Sample No: Feb 16-Category: I(TB),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: JLT, Date Excavated: 2000",,
1589,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,1,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1590,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,7,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1591,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,6,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1592,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1593,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1594,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1595,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1596,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,17,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1597,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1598,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1599,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1600,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1601,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1602,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,17,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1603,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1604,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1605,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1606,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1607,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,14,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1608,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,18,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1609,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1610,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,17,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1611,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1612,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1613,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,0,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1614,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,0,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1615,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,1,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1616,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,0,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1617,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,0,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1618,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1619,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1620,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,13,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1621,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,14,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1622,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1623,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,14,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1624,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1625,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,5,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1626,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,17,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1627,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1628,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,0,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1629,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1630,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,16,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1631,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1632,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1633,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1634,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,0,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1635,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1636,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Succinea,,15,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: OM, Date Excavated: 2000",,
1637,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,4,,Cudmore Grove-Essex,Sample PE (S. Parfitt colln),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: SP, Date Excavated: 2000",,
1638,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,5,,Marks Tey-Essex,marginal organic clays,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: DS, Date Excavated: 2000",,
1639,0,FALSE,LEGACY,Slug,Slug plates,Mollusca,Gastropoda,,,1,,Thwing,2006 (59) <2> residue 1-4mm-1/1,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: CN, Date Excavated: 2000",,
1640,0,FALSE,LEGACY,Slug,Slug plates,Mollusca,Gastropoda,,,5,,Valdoe Pit,Trench 6-Unit 4b,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Deroceras/Limax, Sample From: RP, Date Excavated: 2000",,
1641,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,20,,Saham Toney,Saham Toney-Norfolk-Grid Ref: TF913020-sample 92,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: SP, Date Excavated: 2000",,
1642,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,20,,Saham Toney,Saham Toney-Norfolk-Grid Ref: TF913020-sample 93-Belgrandia silt,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: SP, Date Excavated: 2000",,
1643,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,4,,Saham Toney,Saham Toney-Norfolk-Grid Ref: TF913020-sample 94-whilte laminated silt,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: SP, Date Excavated: 2000",,
1644,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,5,,Aston-upon-Trent,ASQ10-70-80cm,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: MG, Date Excavated: 2000",,
1645,0,FALSE,LEGACY,Snail,Opercula/Operculum,Mollusca,Gastropoda,Bithynia,tentaculata,15,,Aston-upon-Trent,ASQ10-70-80cm,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Extra Information: Bithynia tentaculata opercula, Sample From: MG, Date Excavated: 2000",,
1646,0,FALSE,LEGACY,Snail,Unknown,Mollusca,Gastropoda,Bithynia,tentaculata,13 fragments,,Lion Pit Tramway Cutting,Section 5-Sample 2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RP, Date Excavated: 2000",,
1647,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,12 fragments,,Lion Pit Tramway Cutting,Section 5-Sample 2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RP, Date Excavated: 2000",,
1648,0,FALSE,LEGACY,Clam,Shell,Mollusca,Bivalvia,Corbicula,,1 Fragment,,Lion Pit Tramway Cutting,Section 5-Sample 2,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RP, Date Excavated: 2000",,
1649,0,FALSE,LEGACY,Clam,Shell,Mollusca,Bivalvia,Corbicula,,4,,Dierden's Pit-Swanscombe,IV (10),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RP, Date Excavated: 2000",,
1650,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Valvata,piscinalis,7,,Dierden's Pit-Swanscombe,IV (10),0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RP, Date Excavated: 2000",,
1651,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Cyclophorus,,2,,Hang Boi cave-North Vietnam,Sample A-13/12/2006,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RR, Date Excavated: 2000",,
1652,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Cyclophorus,,2,,Hang Boi cave-North Vietnam,Sample B-13/12/2006-conglomerated shell,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RR, Date Excavated: 2000",,
1653,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Cyclophorus,,2,,Hang Boi cave-North Vietnam,Sample C-13/12/2006-upper sample,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RR, Date Excavated: 2000",,
1654,0,FALSE,LEGACY,Snail,Shell,Mollusca,Gastropoda,Cyclophorus,,2,,Hang Boi cave-North Vietnam,Sample D-13/12/2006-behind pebble tool,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0-S013,"Sample From: RR, Date Excavated: 2000",,
1655,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2001,GPI 1980/1975A-diagenetically altered,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1656,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2002,GPI 1980/1975B-diagenetically altered,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1657,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2003,GPI 1975/1970A-diagenetically altered,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1658,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2004,GPI 1975/1970B-diagenetically altered,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1659,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2005,LOD 1975/1970 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1660,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2006,LOD 1955/1950B Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1661,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2007,LOD 1915/1910 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1662,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2008,LOD 1880/1875 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1663,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2009,LOD 1860/1855 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1664,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2010,BRT(A) 1975/1970B Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1665,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2011,BRT(A) 1955/1950 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1666,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2012,BRT(A) 1915/1910 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1667,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2013,BRT(A) 1880/1875 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1668,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2014,BRT(A) 1860/1855 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1669,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2015,BRT(A) 1775/1770 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1670,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2016,BRT(A) 1745/1740 Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
1671,0,FALSE,LEGACY,Coral,Coral,Cnidaria,Anthozoa,Porites,,Powder,,01/04/2017,BRT(B) 1975/1970B Midshelf,0,FALSE,FALSE,FALSE,FALSE,FALSE,LEGACY,ARCHIVE,NO,,0-0,"Sample From: EH, Date Excavated: 2000",,
